id_harga;id_saham;tanggal;close;volume
;8;2003-12-15;310;1081952500
;8;2003-12-16;300;358462500
;8;2003-12-17;300;89955000
;8;2003-12-18;305;79497500
;8;2003-12-19;310;246537500
;8;2003-12-22;305;90657500
;8;2003-12-23;305;65215000
;8;2003-12-24;305;0
;8;2003-12-25;305;0
;8;2003-12-26;305;0
;8;2003-12-29;310;58637500
;8;2003-12-30;310;356640000
;8;2003-12-31;310;0
;8;2004-01-01;310;0
;8;2004-01-02;320;348500000
;8;2004-01-05;320;187942500
;8;2004-01-06;335;852422500
;8;2004-01-07;340;337615000
;8;2004-01-08;340;264387500
;8;2004-01-09;350;336517500
;8;2004-01-12;350;129985000
;8;2004-01-13;340;139867500
;8;2004-01-14;345;102455000
;8;2004-01-15;340;117325000
;8;2004-01-16;345;93375000
;8;2004-01-19;340;77522500
;8;2004-01-20;335;98360000
;8;2004-01-21;340;68055000
;8;2004-01-22;340;0
;8;2004-01-23;340;24845000
;8;2004-01-26;330;53607500
;8;2004-01-27;335;117787500
;8;2004-01-28;335;34687500
;8;2004-01-29;320;58040000
;8;2004-01-30;330;51010000
;8;2004-02-02;330;0
;8;2004-02-03;320;70307500
;8;2004-02-04;315;37302500
;8;2004-02-05;310;83092500
;8;2004-02-06;330;186852500
;8;2004-02-09;330;90515000
;8;2004-02-10;330;96632500
;8;2004-02-11;325;14130000
;8;2004-02-12;315;7222500
;8;2004-02-13;320;26232500
;8;2004-02-16;315;57930000
;8;2004-02-17;320;20945000
;8;2004-02-18;315;35455000
;8;2004-02-19;315;57922500
;8;2004-02-20;325;301820000
;8;2004-02-23;325;0
;8;2004-02-24;325;123282500
;8;2004-02-25;320;40445000
;8;2004-02-26;320;18807500
;8;2004-02-27;310;31965000
;8;2004-03-01;310;108682500
;8;2004-03-02;310;180197500
;8;2004-03-03;310;25620000
;8;2004-03-04;310;12172500
;8;2004-03-05;310;25830000
;8;2004-03-08;310;72307500
;8;2004-03-09;310;75045000
;8;2004-03-10;300;97792500
;8;2004-03-11;300;59725000
;8;2004-03-12;290;59307500
;8;2004-03-15;290;40505000
;8;2004-03-16;280;178415000
;8;2004-03-17;280;52540000
;8;2004-03-18;280;73257500
;8;2004-03-19;280;6200000
;8;2004-03-22;280;0
;8;2004-03-23;275;49397500
;8;2004-03-24;270;32315000
;8;2004-03-25;270;7942500
;8;2004-03-26;265;99995000
;8;2004-03-29;260;11277500
;8;2004-03-30;260;49352500
;8;2004-03-31;265;51670000
;8;2004-04-01;270;34847500
;8;2004-04-02;275;8960000
;8;2004-04-05;275;0
;8;2004-04-06;290;78642500
;8;2004-04-07;285;62575000
;8;2004-04-08;280;30007500
;8;2004-04-09;280;0
;8;2004-04-12;275;7977500
;8;2004-04-13;275;10347500
;8;2004-04-14;270;6725000
;8;2004-04-15;270;22690000
;8;2004-04-16;270;2242500
;8;2004-04-19;270;60710000
;8;2004-04-20;265;189997500
;8;2004-04-21;265;162965000
;8;2004-04-22;265;31997500
;8;2004-04-23;265;7937500
;8;2004-04-26;265;3075000
;8;2004-04-27;260;1532500
;8;2004-04-28;260;55255000
;8;2004-04-29;255;101930000
;8;2004-04-30;260;23735000
;8;2004-05-03;260;0
;8;2004-05-04;260;58032500
;8;2004-05-05;260;62420000
;8;2004-05-06;275;293615000
;8;2004-05-07;280;223677500
;8;2004-05-10;270;82200000
;8;2004-05-11;270;136337500
;8;2004-05-12;280;347977500
;8;2004-05-13;275;45795000
;8;2004-05-14;275;121220000
;8;2004-05-17;255;301700000
;8;2004-05-18;255;151040000
;8;2004-05-19;265;79767500
;8;2004-05-20;265;0
;8;2004-05-21;265;452975000
;8;2004-05-24;300;546550000
;8;2004-05-25;300;169930000
;8;2004-05-26;300;273757500
;8;2004-05-27;290;5132500
;8;2004-05-28;295;20627500
;8;2004-05-31;285;5162500
;8;2004-06-01;285;11592500
;8;2004-06-02;275;8125000
;8;2004-06-03;275;0
;8;2004-06-04;270;27515000
;8;2004-06-07;270;7742500
;8;2004-06-08;270;6820000
;8;2004-06-09;270;3782500
;8;2004-06-10;270;9240000
;8;2004-06-11;265;1867500
;8;2004-06-14;265;19112500
;8;2004-06-15;275;67482500
;8;2004-06-16;265;28305000
;8;2004-06-17;265;23157500
;8;2004-06-18;255;45297500
;8;2004-06-21;245;5985000
;8;2004-06-22;245;8877500
;8;2004-06-23;245;3212500
;8;2004-06-24;240;15407500
