id_harga;id_saham;tanggal;close;volume
;11;2021-04-12;270;40200
;11;2021-04-13;336;101700
;11;2021-04-14;420;514900
;11;2021-04-15;525;6460300
;11;2021-04-16;655;167185500
;11;2021-04-19;680;1077729200
;11;2021-04-20;715;655967200
;11;2021-04-21;715;532644500
;11;2021-04-22;750;581605100
;11;2021-04-23;730;655037100
;11;2021-04-26;705;265035300
;11;2021-04-27;725;190533800
;11;2021-04-28;700;165422900
;11;2021-04-29;705;162347200
;11;2021-04-30;695;134920900
;11;2021-05-03;685;104976800
;11;2021-05-04;695;144088300
;11;2021-05-05;740;157766700
;11;2021-05-06;720;130343100
;11;2021-05-07;765;221036600
;11;2021-05-10;795;169318400
;11;2021-05-11;775;113652200
;11;2021-05-12;775;0
;11;2021-05-13;775;0
;11;2021-05-14;775;0
;11;2021-05-17;750;130345400
;11;2021-05-18;775;175788400
;11;2021-05-19;785;132428000
;11;2021-05-20;770;120653400
;11;2021-05-21;755;55733500
;11;2021-05-24;740;61312200
;11;2021-05-25;725;49554200
;11;2021-05-26;725;0
;11;2021-05-27;750;135633300
;11;2021-05-28;735;95267600
;11;2021-05-31;745;119971600
;11;2021-06-01;745;0
;11;2021-06-02;725;106404800
;11;2021-06-03;720;114148100
;11;2021-06-04;710;103183100
;11;2021-06-07;700;54784200
;11;2021-06-08;700;82726400
;11;2021-06-09;695;45732500
;11;2021-06-10;700;80702500
;11;2021-06-11;675;80683400
;11;2021-06-14;640;44232600
;11;2021-06-15;655;87115700
;11;2021-06-16;655;80520400
;11;2021-06-17;630;69247000
;11;2021-06-18;670;147704100
;11;2021-06-21;715;152155800
;11;2021-06-22;770;235240900
;11;2021-06-23;750;190975500
;11;2021-06-24;720;67375300
;11;2021-06-25;700;63117300
;11;2021-06-28;710;74712200
;11;2021-06-29;705;56611400
;11;2021-06-30;710;66753700
;11;2021-07-01;695;54203100
;11;2021-07-02;705;58049600
;11;2021-07-05;700;64836400
;11;2021-07-06;690;51452800
;11;2021-07-07;700;54205000
;11;2021-07-08;670;34471600
;11;2021-07-09;650;43241900
;11;2021-07-12;670;52219300
;11;2021-07-13;680;46186000
;11;2021-07-14;685;41189100
;11;2021-07-15;695;37496000
;11;2021-07-16;695;41029600
;11;2021-07-19;695;40948200
;11;2021-07-20;695;0
;11;2021-07-21;680;36647100
;11;2021-07-22;690;46699000
;11;2021-07-23;700;36357500
;11;2021-07-26;680;54722700
;11;2021-07-27;695;45059100
;11;2021-07-28;680;47279800
;11;2021-07-29;695;45377400
;11;2021-07-30;700;36245100
