id_harga;id_saham;tanggal;close;volume
;3;2010-07-08;900;3
;3;2010-07-09;1120;3
;3;2010-07-12;1040;3
;3;2010-07-13;1010;134506000
;3;2010-07-14;1020;51835500
;3;2010-07-15;1000;53100500
;3;2010-07-16;980;34684000
;3;2010-07-19;990;92687500
;3;2010-07-20;1030;98706500
;3;2010-07-21;1070;114354000
;3;2010-07-22;1140;202152500
;3;2010-07-23;1200;204177000
;3;2010-07-26;1250;113447500
;3;2010-07-27;1220;71543000
;3;2010-07-28;1250;53406000
;3;2010-07-29;1240;63644500
;3;2010-07-30;1260;33705500
;3;2010-08-02;1230;33387000
;3;2010-08-03;1180;59995000
;3;2010-08-04;1210;77464000
;3;2010-08-05;1300;126175500
;3;2010-08-06;1280;67534500
;3;2010-08-09;1300;52162500
;3;2010-08-10;1290;32108000
;3;2010-08-11;1260;28300000
;3;2010-08-12;1270;48937500
;3;2010-08-13;1300;48151000
;3;2010-08-16;1250;60703000
;3;2010-08-17;1250;0
;3;2010-08-18;1230;35962000
;3;2010-08-19;1280;68215000
;3;2010-08-20;1290;22218000
;3;2010-08-23;1340;76355000
;3;2010-08-24;1320;71293000
;3;2010-08-25;1310;26259000
;3;2010-08-26;1320;30484000
;3;2010-08-27;1300;33943500
;3;2010-08-30;1280;11818500
;3;2010-08-31;1280;41955000
;3;2010-09-01;1290;35902500
;3;2010-09-02;1320;19333500
;3;2010-09-03;1340;92825500
;3;2010-09-06;1360;39332500
;3;2010-09-07;1350;22104000
;3;2010-09-08;1350;0
;3;2010-09-09;1350;0
;3;2010-09-10;1350;0
;3;2010-09-13;1350;0
;3;2010-09-14;1350;0
;3;2010-09-15;1410;64090000
;3;2010-09-16;1420;23349500
;3;2010-09-17;1450;37298500
;3;2010-09-20;1440;24810000
;3;2010-09-21;1420;29565500
;3;2010-09-22;1420;38732000
;3;2010-09-23;1450;57109500
;3;2010-09-24;1510;73355500
;3;2010-09-27;1570;45865500
;3;2010-09-28;1570;44453500
;3;2010-09-29;1590;20314000
;3;2010-09-30;1560;16069500
;3;2010-10-01;1600;15547000
;3;2010-10-04;1610;44288000
;3;2010-10-05;1630;29709000
;3;2010-10-06;1610;32566500
;3;2010-10-07;1570;30931500
;3;2010-10-08;1580;15872000
;3;2010-10-11;1590;4082000
;3;2010-10-12;1610;47173000
;3;2010-10-13;1700;84924000
;3;2010-10-14;1690;44108000
;3;2010-10-15;1690;6535500
;3;2010-10-18;1690;9250500
;3;2010-10-19;1730;32271000
;3;2010-10-20;1700;49534500
;3;2010-10-21;1740;31524000
;3;2010-10-22;1720;19027500
;3;2010-10-25;1770;50050000
;3;2010-10-26;1740;29256500
;3;2010-10-27;1730;13428500
;3;2010-10-28;1720;7471500
;3;2010-10-29;1740;4383500
;3;2010-11-01;1730;7675000
;3;2010-11-02;1720;9329500
;3;2010-11-03;1700;11244500
;3;2010-11-04;1650;36206500
;3;2010-11-05;1670;28753000
;3;2010-11-08;1660;7655500
;3;2010-11-09;1680;23594000
;3;2010-11-10;1700;51219500
;3;2010-11-11;1680;20207000
;3;2010-11-12;1630;30374500
;3;2010-11-15;1630;17297000
;3;2010-11-16;1590;25881000
;3;2010-11-17;1590;0
;3;2010-11-18;1580;19232500
;3;2010-11-19;1590;34382000
;3;2010-11-22;1600;28830000
;3;2010-11-23;1540;30943500
;3;2010-11-24;1530;16121000
;3;2010-11-25;1560;17030000
;3;2010-11-26;1560;9558500
;3;2010-11-29;1520;9736000
;3;2010-11-30;1450;59943000
;3;2010-12-01;1500;40111000
;3;2010-12-02;1580;58537500
;3;2010-12-03;1560;27482000
;3;2010-12-06;1580;16703000
;3;2010-12-07;1580;0
;3;2010-12-08;1600;17232000
;3;2010-12-09;1650;49742000
;3;2010-12-10;1620;19629000
;3;2010-12-13;1590;10614000
;3;2010-12-14;1590;8090500
;3;2010-12-15;1590;7699000
;3;2010-12-16;1510;11837500
;3;2010-12-17;1530;23350000
;3;2010-12-20;1520;8767500
;3;2010-12-21;1510;30234500
;3;2010-12-22;1490;22898000
;3;2010-12-23;1470;9385500
;3;2010-12-24;1470;0
;3;2010-12-27;1440;9221000
;3;2010-12-28;1460;21003500
;3;2010-12-29;1480;22507500
;3;2010-12-30;1450;15284000
;3;2010-12-31;1450;0
;3;2011-01-03;1420;22818000
;3;2011-01-04;1430;46123500
;3;2011-01-05;1460;78769500
;3;2011-01-06;1440;43079000
;3;2011-01-07;1390;40240000
;3;2011-01-10;1260;90182500
;3;2011-01-11;1200;74497500
;3;2011-01-12;1260;66538000
;3;2011-01-13;1240;79320000
;3;2011-01-14;1210;62007000
;3;2011-01-17;1160;54794500
;3;2011-01-18;1200;94474500
;3;2011-01-19;1200;71354000
;3;2011-01-20;1140;78488000
;3;2011-01-21;1140;61856000
;3;2011-01-24;1130;81978000
;3;2011-01-25;1150;148773000
;3;2011-01-26;1220;216139000
;3;2011-01-27;1180;167127000
;3;2011-01-28;1170;62435500
;3;2011-01-31;1120;111174000
;3;2011-02-01;1140;85736500
;3;2011-02-02;1150;47620000
;3;2011-02-03;1150;0
;3;2011-02-04;1150;28175500
;3;2011-02-07;1150;33855000
;3;2011-02-08;1130;18859500
;3;2011-02-09;1140;31547500
;3;2011-02-10;1120;37310500
;3;2011-02-11;1120;26848500
;3;2011-02-14;1120;18305500
;3;2011-02-15;1120;0
;3;2011-02-16;1120;9141000
;3;2011-02-17;1110;40409500
;3;2011-02-18;1150;95654000
;3;2011-02-21;1150;32810000
;3;2011-02-22;1130;17740000
;3;2011-02-23;1130;19664000
;3;2011-02-24;1100;24523500
;3;2011-02-25;1140;27173000
;3;2011-02-28;1140;8407000
;3;2011-03-01;1170;72775000
;3;2011-03-02;1150;28705500
;3;2011-03-03;1170;61421500
;3;2011-03-04;1170;35960000
;3;2011-03-07;1160;26455000
;3;2011-03-08;1170;30261000
;3;2011-03-09;1160;23062000
;3;2011-03-10;1140;40951000
;3;2011-03-11;1110;20528000
;3;2011-03-14;1140;44739500
;3;2011-03-15;1130;53205000
;3;2011-03-16;1140;10790500
;3;2011-03-17;1140;18824500
;3;2011-03-18;1130;31877000
;3;2011-03-21;1130;25939000
;3;2011-03-22;1110;26849500
;3;2011-03-23;1120;17817000
;3;2011-03-24;1150;83127500
;3;2011-03-25;1160;82318500
;3;2011-03-28;1220;180674000
;3;2011-03-29;1210;130726500
;3;2011-03-30;1230;100897500
;3;2011-03-31;1270;153105000
;3;2011-04-01;1270;52144500
;3;2011-04-04;1260;43779500
